"","X.1","X","X1","row","replicate","env_scenario","delta_env","delta_gen","sample_size","total_samples","n_env","n_pop","std_dev","interaction","Sim_time","pop_cov","true_cov","cov_R","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cov_means","cov_means_R","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","true_cor","cor","cor_lwrCI","cor_uprCI","cor_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue","sig","meancoverror","coverror","meangxeerror","gxeerror"
"1521",32842,32859,1,8093,5,1,0.324054346885532,-0.263679787982255,2,32,4,4,1,2.87020259955898,4.71491873661677,0.021,0.028,0.194,0.194,-2.66195,4.1985,0.638,0.028,0.194,0.194,-0.617416666666667,0.787783333333333,0.626,0.034,0.262,-0.818,0.942,0.744,0.093,0.603,0.702,0.551,1.016,0.145,0.611,0.237,0.197,0.76,0.087,0.603,0.702,0.519,1.122,0.06,FALSE,1.4052,6.86045,0.603,0.465
"1522",32864,32881,1,8112,5,1,0.691814508521929,0.0523074651136994,2,128,8,8,1,7.22231209138408,12.106362080574,-0.431,-0.492,-0.298,-0.298,-3.87846666666667,0.354233333333332,0.294,-0.492,-0.298,-0.298,-0.634466666666667,0.146366666666667,0.323,-0.555,-0.367,-0.702,0.105,0.351,0,0.719,0.894,0.847,1.04,0,0.761,0.444,0.535,0.716,0,0.719,0.894,0.844,1.087,0,TRUE,0.780833333333334,4.2327,0.243,0.193
"1523",32866,32883,1,8114,5,1,0.106202724622563,-0.124416846316308,2,128,8,8,1,1.43861277675256,12.6617013414701,0.142,0.163,0.006,0.006,-1.5552,1.94818333333333,0.984,0.163,0.006,0.006,-0.400466666666667,0.441366666666667,0.979,0.253,0.006,-0.457,0.506,0.988,0,0.702,0.874,0.856,1.043,0,0.824,0.403,0.492,0.698,0,0.702,0.874,0.839,1.107,0,TRUE,0.841833333333334,3.50338333333333,0.268,0.187
"1524",32871,32888,1,8119,5,1,0.0741376187652349,0.0322100897319615,2,128,8,8,1,5.98153534391895,12.8046398758888,0.167,0.191,-0.202,-0.202,-2.93436666666667,1.54205,0.506,0.191,-0.202,-0.202,-0.479366666666667,0.315416666666666,0.518,0.218,-0.216,-0.571,0.331,0.614,0.002,0.71,0.842,0.828,1.05,0,0.78,0.3,0.431,0.678,0.006,0.71,0.842,0.837,1.121,0,TRUE,0.794783333333333,4.47641666666667,0.284,0.222
"1525",32884,32901,1,8130,5,1,0.514794222544879,0.0473441192880273,2,128,8,8,1,5.7319209780544,23.5800486445427,0.019,0.021,0.042,0.042,-4.97501666666667,5.48101666666666,0.894,0.021,0.042,0.042,-0.454733333333333,0.529416666666666,0.877,0.028,0.044,-0.525,0.589,0.92,0,0.765,0.891,0.879,1.069,0,0.901,0.49,0.589,0.776,0,0.765,0.891,0.879,1.172,0,TRUE,0.984149999999999,10.4560333333333,0.293,0.19
"1526",32888,32905,1,8134,5,1,0.303984721424058,-0.549800525885075,2,128,8,8,1,5.5394161506556,12.6380911707878,-0.012,-0.014,-0.474,-0.474,-5.68051666666667,-0.652316666666667,0.09,-0.014,-0.474,-0.474,-0.74605,0.0493666666666666,0.098,-0.024,-0.752,-0.899,-0.258,0.02,0,0.746,0.916,0.883,1.062,0,0.876,0.508,0.591,0.766,0,0.746,0.916,0.879,1.131,0,TRUE,0.795416666666667,5.0282,0.252,0.179
"1527",32907,32924,1,815,1,1,0.946796418633312,-0.218109147623181,2,8,2,2,1,1.66355779254809,3.21730190118154,0.499,0.998,0.723,0.723,-0.363,6.12648333333321,0.241,0.998,0.723,0.723,-0.36725,0.966366666666666,0.34,1,1,-1,1,0.848,0.448,0.021,0.276,0.023,0.747,0.852,0.001,-0.03,-0.138,0.379,0.448,0.021,0.276,0.017,0.807,0.858,FALSE,1.33361666666667,6.48948333333321,0.79,0.724
"1528",32908,32925,1,816,1,1,0.937986661214381,-0.413265974726528,2,8,2,2,1,0.552878458518535,3.10116634766261,-0.469,-0.939,-0.137,-0.137,-4.351,1.495,0.827,-0.939,-0.137,-0.137,-0.91405,0.903416666666666,0.681,-1,-1,-1,1,0.829,0.952,0.092,0.037,0.013,0.868,0.999,0.011,-0.171,-0.176,0.675,0.924,0.092,0.037,0.025,0.945,0.999,FALSE,1.81746666666667,5.846,0.92,0.855
"1529",32910,32927,1,818,1,1,0.48365717777051,0.459688398055732,2,8,2,2,1,1.46536860102788,2.60378336111705,-0.196,-0.391,-0.723,-0.723,-4.309,-0.182,0.225,-0.391,-0.723,-0.723,-0.971683333333333,0.125883333333333,0.999,-1,-1,-1,-1,0.843,0.131,0.262,0.586,0.165,1.001,0.494,0.092,0.158,0.012,0.772,0.198,0.262,0.586,0.052,1.178,0.484,TRUE,1.09756666666667,4.127,1.126,0.836
"1530",32911,32928,1,819,1,1,0.101339411921799,0.802492200862616,2,8,2,2,1,0.306827116757631,2.63512320518494,0.354,0.708,0.072,0.072,-143.027,8.183,0.735,0.708,0.072,0.072,-0.901683333333333,0.94305,0.66,1,1,-1,1,0.837,0.139,0.332,0.648,0.178,1.103,0.263,0.147,0.26,0.028,0.915,0.091,0.332,0.648,0.074,1.287,0.232,FALSE,1.84473333333333,151.21,1.213,0.925
"1531",32912,32929,1,81,1,1,0.549263177672401,-0.186233514454216,2,32,4,4,0.5,1.67414422457805,4.49306921958923,0.167,0.223,0.59,0.59,0.95495,13.7902333333333,0.14,0.223,0.59,0.59,-0.0172,0.927733333333333,0.124,0.586,0.996,0.237,0.998,0.001,0,0.686,0.679,0.602,0.807,0,0.831,0.662,0.64,0.892,0,0.686,0.679,0.597,0.844,0,TRUE,0.944933333333333,12.8352833333333,0.247,0.205
"1532",32914,32931,1,8202,5,1,0.664116489933804,0.716978315729648,4,16,2,2,1,1.03028070135042,2.63862407207489,0.19,0.381,0.334,0.334,-86.2221666666667,91.2042166666662,0.573,0.381,0.334,0.334,-0.904733333333333,0.952733333333333,0.317,1,1,-1,1,0.841,0.075,0.691,0.43,0.06,0.792,0.604,0.637,0.166,-0.051,0.607,0.047,0.691,0.43,0.039,0.894,0.493,FALSE,1.85746666666667,177.426383333333,0.855,0.732
"1533",32916,32933,1,8204,5,1,0.161983914906159,-0.212027412839234,4,16,2,2,1,0.35653427708894,2.25285541216532,-0.05,-0.101,0.214,0.214,-1.47238333333333,4.53978333333333,0.71,-0.101,0.214,0.214,-0.403616666666667,0.899516666666666,0.999,-1,1,-1,1,0.831,0.657,0.256,0.143,0.01,0.636,0.996,0.087,-0.044,-0.061,0.244,0.585,0.256,0.143,0.009,0.624,0.984,FALSE,1.30313333333333,6.01216666666666,0.615,0.626
"1534",32918,32935,1,8206,5,1,0.662365877535194,-0.727046644315124,4,16,2,2,1,0.799624810460955,2.71723554134369,-0.16,-0.32,-0.459,-0.459,-7.30913333333333,4.77284999999996,0.438,-0.32,-0.459,-0.459,-0.967366666666667,0.670683333333333,0.671,-1,-1,-1,1,0.84,0.025,0.606,0.786,0.228,1.293,0.159,0.49,0.235,-0.008,0.624,0.031,0.606,0.786,0.237,1.317,0.181,FALSE,1.63805,12.0819833333333,1.08,1.065
"1535",32922,32939,1,820,1,1,0.717949704499915,-0.266909999772906,2,8,2,2,1,0.837079238146544,2.60085156361262,0.031,0.062,0.95,0.95,-18.901,253.325,0.025,0.062,0.95,0.95,-0.934683333333333,0.898199999999999,0.339,1,1,-1,1,0.827,0.006,0.865,0.562,0.429,0.704,0.839,0.998,0.797,0.786,0.965,0.019,0.865,0.562,0.063,1.103,0.789,FALSE,1.83288333333333,272.226,1.04,0.275
"1536",32926,32943,1,8213,5,1,0.346320628654212,0.605715806595981,4,16,2,2,1,0.884045962709934,2.56585036913554,-0.083,-0.165,-0.576,-0.576,-18.3767833333333,6.09303333333333,0.343,-0.165,-0.576,-0.576,-0.96505,0.656416666666666,0.314,-1,-1,-1,1,0.821,0.015,0.651,0.559,0.222,0.892,0.626,0.566,0.288,0.049,0.596,0.016,0.651,0.559,0.141,0.967,0.434,FALSE,1.62146666666667,24.4698166666666,0.826,0.67
"1537",32928,32945,1,8215,5,1,0.874790236586705,0.203754770569503,4,16,2,2,1,0.300318642053753,2.34579379558563,0.255,0.51,-0.038,-0.038,-1.80661666666667,2.39216666666666,0.959,0.51,-0.038,-0.038,-0.83705,0.614566666666666,0.999,1,-1,-1,1,0.828,0.144,0.344,0.386,0.029,0.822,0.282,0.158,0.063,-0.046,0.41,0.184,0.344,0.386,0.049,0.769,0.326,FALSE,1.45161666666667,4.19878333333333,0.72,0.793
"1538",32930,32947,1,8217,5,1,0.615613582776859,-0.339585629291832,4,16,2,2,1,0.727334792725742,2.63836200237274,0.057,0.115,0.165,0.165,-1.77305,3.69038333333333,0.755,0.115,0.165,0.165,-0.63105,0.908366666666667,0.999,1,1,-1,1,0.82,0.063,0.541,0.615,0.123,1.107,0,0.39,0.143,-0.028,0.537,0.09,0.541,0.615,0.137,1.024,0.091,TRUE,1.53941666666667,5.46343333333333,0.887,0.984
"1539",32931,32948,1,8218,5,1,0.559809904079884,-0.745056478772312,4,16,2,2,1,1.4303547940217,2.57306363185247,0.263,0.527,0.459,0.459,-1.37943333333333,10.62755,0.428,0.527,0.459,0.459,-0.7681,0.937,0.628,1,1,-1,1,0.823,0.045,0.258,0.653,0.143,1.136,0.312,0.089,0.204,-0.02,0.572,0.045,0.258,0.653,0.15,1.223,0.106,FALSE,1.7051,12.0069833333333,1.073,0.993
"1540",32932,32949,1,8219,5,1,0.146799947833642,0.605743901338428,4,16,2,2,1,1.19442299613729,2.726740082105,-0.416,-0.832,-0.856,-0.856,-3.73976666666667,-0.432,0.115,-0.832,-0.856,-0.856,-0.990683333333333,-0.402583333333334,0.331,-1,-1,-1,-1,0.93,0,0.734,1.061,0.81,1.37,0,0.718,0.566,0.475,0.778,0,0.734,1.061,0.795,1.34,0,TRUE,0.588099999999999,3.30776666666667,0.545,0.56
"1541",32933,32950,1,821,1,1,0.430358744924888,-0.482702467124909,2,8,2,2,1,0.731833127792925,2.69400165478388,-0.333,-0.665,-0.202,-0.202,-119.145,31.032,0.755,-0.665,-0.202,-0.202,-0.944416666666667,0.916683333333333,0.662,-1,-1,-1,1,0.999,0.329,0.33,0.308,0.028,0.665,0.999,0.145,0.034,-0.126,0.745,0.311,0.33,0.308,0.016,1.141,0.998,FALSE,1.8611,150.177,1.125,0.637
"1542",32936,32953,1,8222,5,1,0.887753224000335,-0.821065245196223,4,16,2,2,1,0.351742056664079,2.72305683294932,-0.391,-0.782,-0.374,-0.374,-2.95993333333333,0.354683333333333,0.526,-0.782,-0.374,-0.374,-0.932683333333333,0.2131,0.338,-1,-1,-1,1,0.844,0.995,0.178,0.002,0.006,0.428,0.999,0.042,-0.045,-0.053,0.137,0.601,0.178,0.002,0.005,0.444,0.999,FALSE,1.14578333333333,3.31461666666666,0.439,0.422
